DISTRICT,YEAR,MONTH,SEASON,RAINFALL(in mm),TEMPERATURE(in Celsius),CROPS,SUCCESSFUL CROPS,MARKET RATE(per kg)(in Rupees)
Chengalpattu,2020,July,Kharif,231.7,29.5,Green gram,Tomato,90
Chengalpattu,2020,August,Kharif,68.4,29.6,Karamani,Tomato,95
Chengalpattu,2020,September,Kharif,67,27.6,Eggplant ,Groundnut,130
Chengalpattu,2020,October,Kharif,119.8,28.6,Okra,Groundnut,130
Chengalpattu,2020,November,Rabi,465.1,24.7,Papaya,Groundnut,150
Chengalpattu,2020,December,Rabi,244.9,23.9,Greens,Groundnut,120
Chengalpattu,2021,January,Rabi,164.3,22.8,Paddy,Paddy,80
Chengalpattu,2021,February,Rabi,8.2,24.7,Groundnut,Paddy,75
Chengalpattu,2021,March,Rabi,0,24.3,Sugarcane,Coconut,45
Chengalpattu,2021,April,Kharif,15.4,28.7,Coconut ,Coconut,45
Chengalpattu,2021,May,Kharif,31.7,29.7,Banana,Coconut,50
Chengalpattu,2021,June,Kharif,23.1,28.7,Blackgram ,Papaya,40
Chengalpattu,2021,July,Kharif,140.3,29.6,Green gram,Okra,50
Chengalpattu,2021,August,Kharif,127.4,29.1,Karamani,Okra,55
Chengalpattu,2021,September,Kharif,97.1,27.8,Eggplant ,Green gram,90
Chengalpattu,2021,October,Kharif,249.7,26.5,Okra,Green gram,80
Chengalpattu,2021,November,Rabi,899.8,24.6,Papaya,Green gram,80
Chengalpattu,2021,December,Rabi,88.9,23.8,Greens,Green gram,100
Chengalpattu,2022,January,Rabi,37.8,28.6,Paddy,Banana,55
Chengalpattu,2022,February,Rabi,0,24.7,Groundnut,Greens,60
Chengalpattu,2022,March,Rabi,3.5,26.5,Sugarcane,Greens,65
Chengalpattu,2022,April,Kharif,1.3,29.6,Coconut ,Papaya,45
Chengalpattu,2022,May,Kharif,32.5,29.8,Banana,Sugarcane,35
Chengalpattu,2022,June,Kharif,51.8,29.5,Blackgram ,Tomato,80
Chengalpattu,2022,July,Kharif,100.9,29.5,Green gram,Tomato,85
Chengalpattu,2022,August,Kharif,96.1,28.7,Karamani,Tomato,85
Chengalpattu,2022,September,Kharif,59.8,24.3,Eggplant ,Eggplant,45
Chengalpattu,2022,October,Kharif,141.8,27.6,Okra,Eggplant,45
Chengalpattu,2022,November,Rabi,384.1,24.3,Papaya,Green gram,100
Chengalpattu,2022,December,Rabi,212.2,25.4,Greens,Green gram,90
Chengalpattu,2023,January,Rabi,2.1,27.6,Paddy,Black gram,90
Chengalpattu,2023,February,Rabi,1.2,27.6,Groundnut,Black gram,80
Chengalpattu,2023,March,Rabi,0,27.5,Sugarcane,Banana,60
Chengalpattu,2023,April,Kharif,0,29.4,Coconut ,Sugarcane,40
Chengalpattu,2023,May,Kharif,0,29.9,Banana,Sugarcane,45
Chengalpattu,2023,June,Kharif,4.5,29.6,Blackgram ,Tomato,90
Chengalpattu,2023,July,Kharif,6.5,29.4,Green gram,Tomato,95
Chengalpattu,2023,August,Kharif,0,28.6,Karamani,Tomato,100
Chengalpattu,2023,September,Kharif,1,27.5,Eggplant ,Tomato,110
Chengalpattu,2023,October,Kharif,1.5,27.4,Okra,Groundnut,120
Chengalpattu,2023,November,Rabi,5.6,24.7,Papaya,Groundnut,130
Chengalpattu,2023,December,Rabi,18.36,23.6,Greens,Groundnut,140
Chennai,2007,January,Rabi,32,25.7,Paddy,Sugarcane,45
Chennai,2007,February,Rabi,2.16,27.7,Chilli,Sugarcane,35
Chennai,2007,March,Rabi,1.45,27.9,Groundnut,Sugarcane,35
Chennai,2007,April,Kharif,3.2,29.2,Cashewnut,Sugarcane,35
Chennai,2007,May,Kharif,2.5,33.4,Blackgram ,Coconut,50
Chennai,2007,June,Kharif,65.98,30.4,Green gram,Coconut,50
Chennai,2007,July,Kharif,98.7,31.1,Mango,Coconut,45
Chennai,2007,August,Kharif,69.9,29.5,Tomato,Coconut,40
Chennai,2007,September,Kharif,98.6,28.8,Egg Plant,Tomato,60
Chennai,2007,October,Kharif,77.98,28.6,Okra,Eggplant,40
Chennai,2007,November,Rabi,75.6,25.4,Coconut ,Coconut,40
Chennai,2007,December,Rabi,45.7,25.6,Sugarcane,Coconut,45
Chennai,2008,January,Rabi,14.56,23.9,Paddy,Cashewnut,200
Chennai,2008,February,Rabi,16.2,26.9,Chilli,Cashewnut,250
Chennai,2008,March,Rabi,12.4,26.7,Groundnut,Cashewnut,200
Chennai,2008,April,Kharif,10,30.6,Cashewnut,Sugarcane,30
Chennai,2008,May,Kharif,2.3,31.8,Blackgram ,Sugarcane,30
Chennai,2008,June,Kharif,231.6,29.6,Green gram,Tomato,45
Chennai,2008,July,Kharif,245,30.7,Mango,Tomato,50
Chennai,2008,August,Kharif,398.32,26.8,Tomato,Groundnut,120
Chennai,2008,September,Kharif,76.5,28.8,Egg Plant,Groundnut,130
Chennai,2008,October,Kharif,45.98,29.1,Okra,Groundnut,130
Chennai,2008,November,Rabi,125,25.2,Coconut ,Groundnut,150
Chennai,2008,December,Rabi,56.6,26.2,Sugarcane,Groundnut,150
Chennai,2009,January,Rabi,23.4,24.6,Paddy,Cashewnut,250
Chennai,2009,February,Rabi,13.5,25.9,Chilli,Cashewnut,250
Chennai,2009,March,Rabi,12,28.1,Groundnut,Cashewnut,300
Chennai,2009,April,Kharif,3.4,30.1,Cashewnut,Mango,120
Chennai,2009,May,Kharif,0,32.8,Blackgram ,Mango,140
Chennai,2009,June,Kharif,231.3,33,Green gram,Black gram,90
Chennai,2009,July,Kharif,345,33.5,Mango,Black gram,95
Chennai,2009,August,Kharif,97.5,29.7,Tomato,Black gram,95
Chennai,2009,September,Kharif,101.4,31.4,Egg Plant,Green gram,100
Chennai,2009,October,Kharif,34.7,29.7,Okra,Green gram,95
Chennai,2009,November,Rabi,87.6,27.9,Coconut ,Green gram,95
Chennai,2009,December,Rabi,73,24.9,Sugarcane,Green gram,85
Chennai,2010,January,Rabi,3.4,23.8,Paddy,Banana,55
Chennai,2010,February,Rabi,2.3,27.3,Chilli,Banana,50
Chennai,2010,March,Rabi,1.2,26.8,Groundnut,Mango,100
Chennai,2010,April,Kharif,0,31.1,Cashewnut,Mango,105
Chennai,2010,May,Kharif,0,31.7,Blackgram ,Mango,110
Chennai,2010,June,Kharif,23.4,30.8,Green gram,Tomato,60
Chennai,2010,July,Kharif,34.5,28.3,Mango,Tomato,65
Chennai,2010,August,Kharif,23.4,29.5,Tomato,Groundnut,120
Chennai,2010,September,Kharif,35,28.6,Egg Plant,Groundnut,120
Chennai,2010,October,Kharif,231.8,29.9,Okra,Groundnut,125
Chennai,2010,November,Rabi,321,27.8,Coconut ,Groundnut,135
Chennai,2010,December,Rabi,255,25.9,Sugarcane,Groundnut,140
Chennai,2011,January,Rabi,2.3,24.6,Paddy,Paddy,80
Chennai,2011,February,Rabi,3.4,24.6,Chilli,Paddy,75
Chennai,2011,March,Rabi,1.2,26.7,Groundnut,Chilli,80
Chennai,2011,April,Kharif,1,29.3,Cashewnut,Chilli,85
Chennai,2011,May,Kharif,0,32.4,Blackgram ,Mango,100
Chennai,2011,June,Kharif,31.2,32.1,Green gram,Tomato,60
Chennai,2011,July,Kharif,33,29.7,Mango,Tomato,65
Chennai,2011,August,Kharif,43.6,29.1,Tomato,Eggplant,40
Chennai,2011,September,Kharif,123.4,28.3,Egg Plant,Eggplant,45
Chennai,2011,October,Kharif,126.7,29.2,Okra,Coconut,60
Chennai,2011,November,Rabi,78.6,26.1,Coconut ,Coconut,45
Chennai,2011,December,Rabi,234,23.1,Sugarcane,Coconut,35
Chennai,2012,January,Rabi,4.5,26.7,Paddy,Banana,60
Chennai,2012,February,Rabi,3.5,25.6,Chilli,Sugarcane,45
Chennai,2012,March,Rabi,2.4,29.4,Groundnut,Sugarcane,40
Chennai,2012,April,Kharif,0,31.2,Cashewnut,Sugarcane,40
Chennai,2012,May,Kharif,0,30.7,Blackgram ,Sugarcane,40
Chennai,2012,June,Kharif,87.5,32.7,Green gram,Black gram,90
Chennai,2012,July,Kharif,45.6,28.7,Mango,Black gram,95
Chennai,2012,August,Kharif,43.2,28.1,Tomato,Black gram,95
Chennai,2012,September,Kharif,32.1,29.1,Egg Plant,Green gram,100
Chennai,2012,October,Kharif,32,28.3,Okra,Green gram,100
Chennai,2012,November,Rabi,143,27.6,Coconut ,Black gram,90
Chennai,2012,December,Rabi,234,27.4,Sugarcane,Black gram,95
Chennai,2013,January,Rabi,4.5,25.7,Paddy,Coconut,40
Chennai,2013,February,Rabi,3.5,26.5,Chilli,Coconut,35
Chennai,2013,March,Rabi,2,28.2,Groundnut,Sugarcane,40
Chennai,2013,April,Kharif,0,29.4,Cashewnut,Sugarcane,40
Chennai,2013,May,Kharif,0,31.7,Blackgram ,Mango,105
Chennai,2013,June,Kharif,34.5,28.4,Green gram,Eggplant,45
Chennai,2013,July,Kharif,45.6,27.7,Mango,Eggplant,45
Chennai,2013,August,Kharif,34,29.7,Tomato,Groundnut,110
Chennai,2013,September,Kharif,123,28.3,Egg Plant,Groundnut,120
Chennai,2013,October,Kharif,98.7,26.5,Okra,Groundnut,120
Chennai,2013,November,Rabi,76.8,26.1,Coconut ,Groundnut,140
Chennai,2013,December,Rabi,234,25.4,Sugarcane,Groundnut,140
Chennai,2014,January,Rabi,23.4,24.9,Paddy,Paddy,75
Chennai,2014,February,Rabi,12.3,25.9,Chilli,Paddy,70
Chennai,2014,March,Rabi,12.4,27.2,Groundnut,Coconut,45
Chennai,2014,April,Kharif,1,31.3,Cashewnut,Coconut,45
Chennai,2014,May,Kharif,0,31.7,Blackgram ,Cashewnut,250
Chennai,2014,June,Kharif,56.7,32.9,Green gram,Sugarcane,40
Chennai,2014,July,Kharif,87.9,27.7,Mango,Sugarcane,35
Chennai,2014,August,Kharif,76.2,29.3,Tomato,Sugarcane,35
Chennai,2014,September,Kharif,98.67,29.2,Egg Plant,Sugarcane,35
Chennai,2014,October,Kharif,65.45,27.9,Okra,Eggplant,45
Chennai,2014,November,Rabi,98.7,27.1,Coconut ,Cashewnut,300
Chennai,2014,December,Rabi,67.8,26.1,Sugarcane,Cashewnut,340
Chennai,2015,January,Rabi,12.3,26.1,Paddy,Banana,55
Chennai,2015,February,Rabi,1.2,27.8,Chilli,Banana,60
Chennai,2015,March,Rabi,2.1,28.4,Groundnut,Sugarcane,35
Chennai,2015,April,Kharif,1,29.1,Cashewnut,Sugarcane,40
Chennai,2015,May,Kharif,0.1,29.2,Blackgram ,Sugarcane,40
Chennai,2015,June,Kharif,45.6,28.7,Green gram,Tomato,50
Chennai,2015,July,Kharif,76.7,33.4,Mango,Tomato,55
Chennai,2015,August,Kharif,56.7,30.7,Tomato,Tomato,50
Chennai,2015,September,Kharif,54.9,30.4,Egg Plant,Coconut,30
Chennai,2015,October,Kharif,23.6,27.4,Okra,Coconut,35
Chennai,2015,November,Rabi,56.98,27.4,Coconut ,Coconut,30
Chennai,2015,December,Rabi,98.6,26.1,Sugarcane,Coconut,35
Chennai,2016,January,Rabi,19,25.2,Paddy,Paddy,80
Chennai,2016,February,Rabi,4.5,26.4,Chilli,Chilli,80
Chennai,2016,March,Rabi,3.2,30.1,Groundnut,Sugarcane,35
Chennai,2016,April,Kharif,0,31.9,Cashewnut,Sugarcane,40
Chennai,2016,May,Kharif,0,32.6,Blackgram ,Mango,120
Chennai,2016,June,Kharif,87,31.1,Green gram,Tomato,55
Chennai,2016,July,Kharif,76,29.3,Mango,Tomato,60
Chennai,2016,August,Kharif,58.1,31.4,Tomato,Tomato,60
Chennai,2016,September,Kharif,98.1,30.8,Egg Plant,Banana,55
Chennai,2016,October,Kharif,23.67,30.2,Okra,Banana,50
Chennai,2016,November,Rabi,76.9,29.1,Coconut ,Groundnut,120
Chennai,2016,December,Rabi,98.34,25.7,Sugarcane,Groundnut,130
Chennai,2017,January,Rabi,2.3,25.1,Paddy,Paddy,85
Chennai,2017,February,Rabi,4.4,25.6,Chilli,Coconut,45
Chennai,2017,March,Rabi,0,29.4,Groundnut,Coconut,45
Chennai,2017,April,Kharif,0,32,Cashewnut,Sugarcane,40
Chennai,2017,May,Kharif,1,34.8,Blackgram ,Sugarcane,40
Chennai,2017,June,Kharif,56,33.4,Green gram,Black gram,90
Chennai,2017,July,Kharif,76.9,27.7,Mango,Black gram,85
Chennai,2017,August,Kharif,96.7,30.9,Tomato,Black gram,70
Chennai,2017,September,Kharif,46.8,29.1,Egg Plant,Green gram,75
Chennai,2017,October,Kharif,78,30.4,Okra,Green gram,80
Chennai,2017,November,Rabi,91.1,25.7,Coconut ,Green gram,90
Chennai,2017,December,Rabi,99,26.6,Sugarcane,Green gram,100
Chennai,2018,January,Rabi,2.2,24.8,Paddy,Banana,55
Chennai,2018,February,Rabi,0.9,26.8,Chilli,Coconut,45
Chennai,2018,March,Rabi,2.9,27.9,Groundnut,Coconut,40
Chennai,2018,April,Kharif,0,30.2,Cashewnut,Mango,110
Chennai,2018,May,Kharif,0,32.3,Blackgram ,Mango,120
Chennai,2018,June,Kharif,39.2,33.3,Green gram,Tomato,65
Chennai,2018,July,Kharif,95.9,32.6,Mango,Tomato,70
Chennai,2018,August,Kharif,197.7,30.8,Tomato,Sugarcane,35
Chennai,2018,September,Kharif,62.5,25.9,Egg Plant,Sugarcane,40
Chennai,2018,October,Kharif,149.9,28.8,Okra,Groundnut,120
Chennai,2018,November,Rabi,171.9,29.2,Coconut ,Groundnut,130
Chennai,2018,December,Rabi,31.8,24.5,Sugarcane,Groundnut,130
Chennai,2019,January,Rabi,0.1,24.7,Paddy,Groundnut,135
Chennai,2019,February,Rabi,1.5,28.4,Chilli,Paddy,85
Chennai,2019,March,Rabi,0,30.4,Groundnut,Cashewnut,300
Chennai,2019,April,Kharif,0,30.9,Cashewnut,Sugarcane,40
Chennai,2019,May,Kharif,0,33.1,Blackgram ,Sugarcane,35
Chennai,2019,June,Kharif,56,32.7,Green gram,Black gram,90
Chennai,2019,July,Kharif,191.5,32.3,Mango,Black gram,95
Chennai,2019,August,Kharif,142.9,30.8,Tomato,Groundnut,110
Chennai,2019,September,Kharif,197.5,29.5,Egg Plant,Groundnut,130
Chennai,2019,October,Kharif,277.6,27.8,Okra,Groundnut,135
Chennai,2019,November,Rabi,145.4,25.7,Coconut ,Coconut,35
Chennai,2019,December,Rabi,214.7,26.6,Sugarcane,Coconut,45
Chennai,2020,January,Rabi,40.7,25.8,Paddy,Paddy,90
Chennai,2020,February,Rabi,0.1,27.8,Chilli,Cashewnut,320
Chennai,2020,March,Rabi,0,29.3,Groundnut,Sugarcane,35
Chennai,2020,April,Kharif,52.2,31.4,Cashewnut,Sugarcane,35
Chennai,2020,May,Kharif,1,32.3,Blackgram ,Sugarcane,40
Chennai,2020,June,Kharif,26,33.5,Green gram,Chilli,80
Chennai,2020,July,Kharif,188.4,30.9,Mango,Chilli,90
Chennai,2020,August,Kharif,92.1,29.8,Tomato,Coconut,45
Chennai,2020,September,Kharif,158.1,29,Egg Plant,Coconut,45
Chennai,2020,October,Kharif,241.1,30.2,Okra,Groundnut,120
Chennai,2020,November,Rabi,570.4,27.7,Coconut ,Groundnut,125
Chennai,2020,December,Rabi,229.3,26.3,Sugarcane,Groundnut,130
Chennai,2021,January,Rabi,194.4,25.9,Paddy,Banana,60
Chennai,2021,February,Rabi,2.2,24.1,Chilli,Banana,65
Chennai,2021,March,Rabi,0,26.9,Groundnut,Cashewnut,360
Chennai,2021,April,Kharif,25.9,30.1,Cashewnut,Mango,130
Chennai,2021,May,Kharif,22,30.1,Blackgram ,Mango,140
Chennai,2021,June,Kharif,67.3,31.8,Green gram,Tomato,80
Chennai,2021,July,Kharif,162.3,29.5,Mango,Tomato,85
Chennai,2021,August,Kharif,149.4,29.3,Tomato,Sugarcane,35
Chennai,2021,September,Kharif,121.2,28.4,Egg Plant,Sugarcane,35
Chennai,2021,October,Kharif,215.2,27.9,Okra,Groundnut,140
Chennai,2021,November,Rabi,935,26.3,Coconut ,Groundnut,150
Chennai,2021,December,Rabi,210.2,26.1,Sugarcane,Groundnut,140
Chennai,2022,January,Rabi,56.1,25.2,Paddy,Banana,60
Chennai,2022,February,Rabi,0,26.8,Chilli,Sugarcane,40
Chennai,2022,March,Rabi,0,29.2,Groundnut,Sugarcane,40
Chennai,2022,April,Kharif,0.1,29.3,Cashewnut,Mango,110
Chennai,2022,May,Kharif,28.8,30.9,Blackgram ,Mango,120
Chennai,2022,June,Kharif,171.4,31.5,Green gram,Eggplant,45
Chennai,2022,July,Kharif,83.9,27.8,Mango,Eggplant,50
Chennai,2022,August,Kharif,101,27.8,Tomato,Cashewnut,320
Chennai,2022,September,Kharif,81,29.3,Egg Plant,Groundnut,130
Chennai,2022,October,Kharif,141.5,26.1,Okra,Groundnut,140
Chennai,2022,November,Rabi,519.8,25.2,Coconut ,Black gram,90
Chennai,2022,December,Rabi,263.3,33.4,Sugarcane,Black gram,95
Chennai,2023,January,Rabi,0.12,24.3,Paddy,Paddy,85
Chennai,2023,February,Rabi,0.1,25.3,Chilli,Banana,60
Chennai,2023,March,Rabi,0,27.4,Groundnut,Sugarcane,40
Chennai,2023,April,Kharif,0,29.6,Cashewnut,Sugarcane,40
Chennai,2023,May,Kharif,0,31.3,Blackgram ,Sugarcane,40
Chennai,2023,June,Kharif,6.7,30.8,Green gram,Tomato,90
Chennai,2023,July,Kharif,9.8,30,Mango,Tomato,100
Chennai,2023,August,Kharif,12,29.2,Tomato,Tomato,120
Chennai,2023,September,Kharif,14,28.7,Egg Plant,Sugarcane,35
Chennai,2023,October,Kharif,14.2,27.3,Okra,Sugarcane,35
Chennai,2023,November,Rabi,23.4,25.7,Coconut ,Sugarcane,30
Chennai,2023,December,Rabi,25.8,24.6,Sugarcane,Sugarcane,30
Coimbatore,2007,January,Rabi,2.3,24.3,Coconut ,Coconut,45
Coimbatore,2007,February,Rabi,1.5,25.4,Maize,Coconut,50
Coimbatore,2007,March,Rabi,0,27.5,Black gram ,Coconut,50
Coimbatore,2007,April,Kharif,0.33,30.2,Green gram,Sugarcane,35
Coimbatore,2007,May,Kharif,0,27.9,Sugarcane,Sugarcane,40
Coimbatore,2007,June,Kharif,9.58,25.3,Black pepper,Sugarcane,40
Coimbatore,2007,July,Kharif,2.19,24.6,Cardamom,Maize,30
Coimbatore,2007,August,Kharif,1.17,24.3,Beans,Maize,30
Coimbatore,2007,September,Kharif,17.43,25.8,Onions,Black pepper,600
Coimbatore,2007,October,Kharif,14.2,25.6,Turmeric,Maize,30
Coimbatore,2007,November,Rabi,26,25.5,Tomato,Maize,30
Coimbatore,2007,December,Rabi,23.8,25.3,Banana,Cardamom,1000
Coimbatore,2008,January,Rabi,23.4,27.1,Coconut ,Black pepper,600
Coimbatore,2008,February,Rabi,12.3,23.2,Maize,Sugarcane,40
Coimbatore,2008,March,Rabi,12.4,27.1,Black gram ,Sugarcane,40
Coimbatore,2008,April,Kharif,1,27.6,Green gram,Sugarcane,40
Coimbatore,2008,May,Kharif,0,27.8,Sugarcane,Sugarcane,35
Coimbatore,2008,June,Kharif,56.7,24.3,Black pepper,Tomato,50
Coimbatore,2008,July,Kharif,87.9,22.1,Cardamom,Tomato,55
Coimbatore,2008,August,Kharif,76.2,22.5,Beans,Tomato,60
Coimbatore,2008,September,Kharif,98.67,23.2,Onions,Banana,50
Coimbatore,2008,October,Kharif,65.45,24.7,Turmeric,Banana,55
Coimbatore,2008,November,Rabi,98.7,26.9,Tomato,Black pepper,750
Coimbatore,2008,December,Rabi,67.8,25.9,Banana,Maize,30
Coimbatore,2009,January,Rabi,37.8,21.2,Coconut ,Maize,25
Coimbatore,2009,February,Rabi,0,24.7,Maize,Coconut,35
Coimbatore,2009,March,Rabi,3.5,28,Black gram ,Coconut,45
Coimbatore,2009,April,Kharif,1.3,31.6,Green gram,Coconut,45
Coimbatore,2009,May,Kharif,32.5,26.5,Sugarcane,Sugarcane,40
Coimbatore,2009,June,Kharif,51.8,27.1,Black pepper,Cardamom,2000
Coimbatore,2009,July,Kharif,100.9,27.8,Cardamom,Banana,55
Coimbatore,2009,August,Kharif,96.1,22.3,Beans,Black gram,90
Coimbatore,2009,September,Kharif,59.8,24.5,Onions,Black pepper,650
Coimbatore,2009,October,Kharif,141.8,27.8,Turmeric,Black pepper,700
Coimbatore,2009,November,Rabi,384.1,23.4,Tomato,Banana,60
Coimbatore,2009,December,Rabi,212.2,26.7,Banana,Banana,55
Coimbatore,2010,January,Rabi,101,21.5,Coconut ,Maize,30
Coimbatore,2010,February,Rabi,14,26.4,Maize,Maize,30
Coimbatore,2010,March,Rabi,11,23.5,Black gram ,Black gram,80
Coimbatore,2010,April,Kharif,11,34.2,Green gram,Sugarcane,40
Coimbatore,2010,May,Kharif,32,28.5,Sugarcane,Sugarcane,35
Coimbatore,2010,June,Kharif,15,28.1,Black pepper,Black gram,85
Coimbatore,2010,July,Kharif,11,32.5,Cardamom,Black gram,90
Coimbatore,2010,August,Kharif,20,24.7,Beans,Black pepper,700
Coimbatore,2010,September,Kharif,35,23.9,Onions,Cardamom,2500
Coimbatore,2010,October,Kharif,132,27.9,Turmeric,Maize,30
Coimbatore,2010,November,Rabi,135,26.9,Tomato,Maize,30
Coimbatore,2010,December,Rabi,13,28.3,Banana,Green gram,85
Coimbatore,2011,January,Rabi,15.5,21.7,Coconut ,Green gram,85
Coimbatore,2011,February,Rabi,3.8,22.3,Maize,Cardamom,2000
Coimbatore,2011,March,Rabi,4.5,26.5,Black gram ,Coconut,35
Coimbatore,2011,April,Kharif,3.2,31.4,Green gram,Coconut,45
Coimbatore,2011,May,Kharif,0,29.8,Sugarcane,Coconut,50
Coimbatore,2011,June,Kharif,121.7,24.8,Black pepper,Maize,30
Coimbatore,2011,July,Kharif,167.9,23.9,Cardamom,Maize,25
Coimbatore,2011,August,Kharif,25.6,26.9,Beans,Green gram,80
Coimbatore,2011,September,Kharif,51.6,29.5,Onions,Green gram,90
Coimbatore,2011,October,Kharif,7.8,27.5,Turmeric,Black gram,90
Coimbatore,2011,November,Rabi,2.4,24.3,Tomato,Black gram,100
Coimbatore,2011,December,Rabi,1.2,22.7,Banana,Maize,35
Coimbatore,2012,January,Rabi,4.9,27.8,Coconut ,Black pepper,650
Coimbatore,2012,February,Rabi,3.1,24.8,Maize,Sugarcane,40
Coimbatore,2012,March,Rabi,3.5,26.8,Black gram ,Sugarcane,40
Coimbatore,2012,April,Kharif,2.2,31.8,Green gram,Sugarcane,35
Coimbatore,2012,May,Kharif,1.6,28.6,Sugarcane,Sugarcane,40
Coimbatore,2012,June,Kharif,45.89,22.3,Black pepper,Black gram,40
Coimbatore,2012,July,Kharif,98.6,27.9,Cardamum,Black gram,90
Coimbatore,2012,August,Kharif,54.3,22.3,Beans,Black gram,90
Coimbatore,2012,September,Kharif,341.2,24.7,Onions,Green gram,100
Coimbatore,2012,October,Kharif,23.76,22.6,Turmeric,Green gram,80
Coimbatore,2012,November,Rabi,67.5,24.9,Tomato,Green gram,75
Coimbatore,2012,December,Rabi,45.2,27.7,Banana,Green gram,90
Coimbatore,2013,January,Rabi,11.4,28.9,Coconut ,Coconut,35
Coimbatore,2013,February,Rabi,11.2,32.5,Maize,Coconut,45
Coimbatore,2013,March,Rabi,2.8,25.9,Black gram ,Coconut,50
Coimbatore,2013,April,Kharif,1.8,27.9,Green gram,Coconut,30
Coimbatore,2013,May,Kharif,1.5,28.4,Sugarcane,Coconut,25
Coimbatore,2013,June,Kharif,76.8,22.1,Black pepper,Banana,55
Coimbatore,2013,July,Kharif,134.7,22.4,Cardamum,Banana,60
Coimbatore,2013,August,Kharif,87.65,22.2,Beans,Banana,65
Coimbatore,2013,September,Kharif,97.1,27.4,Onions,Banana,55
Coimbatore,2013,October,Kharif,124.8,28.9,Turmeric,Banana,55
Coimbatore,2013,November,Rabi,352,27.4,Tomato,Banana,60
Coimbatore,2013,December,Rabi,45.7,26.4,Banana,Banana,65
Coimbatore,2014,January,Rabi,101,25.8,Coconut ,Coconut,35
Coimbatore,2014,February,Rabi,14,27.8,Maize,Coconut,45
Coimbatore,2014,March,Rabi,11,29.4,Black gram ,Coconut,50
Coimbatore,2014,April,Kharif,11,31.3,Green gram,Sugarcane,30
Coimbatore,2014,May,Kharif,32,26.5,Sugarcane,Sugarcane,35
Coimbatore,2014,June,Kharif,15,27.5,Black pepper,Sugarcane,40
Coimbatore,2014,July,Kharif,11,24.8,Cardamom,Sugarcane,45
Coimbatore,2014,August,Kharif,20,24.1,Beans,Maize,30
Coimbatore,2014,September,Kharif,35,25.9,Onions,Maize,30
Coimbatore,2014,October,Kharif,132,27.6,Turmeric,Maize,25
Coimbatore,2014,November,Rabi,135,25.7,Tomato,Maize,25
Coimbatore,2014,December,Rabi,13,25.7,Banana,Maize,25
Coimbatore,2015,January,Rabi,53.9,22.5,Coconut ,Sugarcane,40
Coimbatore,2015,February,Rabi,1.1,23.4,Maize,Sugarcane,35
Coimbatore,2015,March,Rabi,7.4,26.7,Black gram ,Sugarcane,35
Coimbatore,2015,April,Kharif,2.4,12.27,Green gram,Sugarcane,35
Coimbatore,2015,May,Kharif,4.6,27.12,Sugarcane,Coconut,45
Coimbatore,2015,June,Kharif,49.9,28.27,Black pepper,Coconut,35
Coimbatore,2015,July,Kharif,47.7,27.28,Cardamum,Coconut,35
Coimbatore,2015,August,Kharif,131.2,21.9,Beans,Coconut,35
Coimbatore,2015,September,Kharif,45.8,22.9,Onions,Turmeric,100
Coimbatore,2015,October,Kharif,216.1,23.8,Turmeric,Turmeric,120
Coimbatore,2015,November,Rabi,353.9,24.3,Tomato,Turmeric,140
Coimbatore,2015,December,Rabi,51,25.8,Banana,Turmeric,130
Coimbatore,2016,January,Rabi,0.1,22.3,Coconut ,Maize,25
Coimbatore,2016,February,Rabi,0,24.5,Maize,Maize,25
Coimbatore,2016,March,Rabi,0,26.5,Black gram ,Maize,30
Coimbatore,2016,April,Kharif,0,31.4,Green gram,Sugarcane,30
Coimbatore,2016,May,Kharif,6.7,28.9,Sugarcane,Sugarcane,35
Coimbatore,2016,June,Kharif,9.8,25.3,Black pepper,Coconut,45
Coimbatore,2016,July,Kharif,12,26.7,Cardamum,Coconut,40
Coimbatore,2016,August,Kharif,14,23.17,Beans,Coconut,40
Coimbatore,2016,September,Kharif,14.2,26.4,Onions,Coconut,40
Coimbatore,2016,October,Kharif,23.4,28.9,Turmeric,Coconut,35
Coimbatore,2016,November,Rabi,25.8,26.5,Tomato,Coconut,35
Coimbatore,2016,December,Rabi,30,23.6,Banana,Coconut,35
Coimbatore,2017,January,Rabi,8.7,24.6,Coconut ,Sugarcane,35
Coimbatore,2017,February,Rabi,0.2,23.6,Maize,Sugarcane,35
Coimbatore,2017,March,Rabi,21.2,21.3,Black gram ,Sugarcane,35
Coimbatore,2017,April,Kharif,89.7,26.5,Green gram,Sugarcane,35
Coimbatore,2017,May,Kharif,192,28.3,Sugarcane,Sugarcane,35
Coimbatore,2017,June,Kharif,158.7,34.5,Black pepper,Tomato,60
Coimbatore,2017,July,Kharif,541.8,26.8,Cardamum,Tomato,75
Coimbatore,2017,August,Kharif,468.2,23.4,Beans,Tomato,80
Coimbatore,2017,September,Kharif,204.3,26.7,Onions,Turmeric,95
Coimbatore,2017,October,Kharif,186.9,27.8,Turmeric,Turmeric,110
Coimbatore,2017,November,Rabi,176.9,28.9,Tomato,Turmeric,170
Coimbatore,2017,December,Rabi,103,21.3,Banana,Turmeric,160
Coimbatore,2018,January,Rabi,0.5,25.7,Coconut ,Coconut,35
Coimbatore,2018,February,Rabi,12.3,27.4,Maize,Coconut,35
Coimbatore,2018,March,Rabi,30.4,28.9,Black gram ,Coconut,45
Coimbatore,2018,April,Kharif,44.3,31.2,Green gram,Coconut,40
